,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,intercept
K,1.7343247781939892,4.537688035848958,-8.217055755203386,-1.608108502458463,2.051463165292507,-9.423059272524121,-5.315636094960798,-7.720637658247118,-8.398439141494284,-4.660042127842377,-13.624078835153753,4.268726800341586,11.607883393935273,-42.90431255256994,8.744009777036078,1.0911651326344656,4.462314767066705,-4.971375688234847,4.635805295627917,2.2251337505392343,-1.366359491921565,12.323055947343983,-4.290294764053363,2.055220141727658,18.162638333080224,-20.85484519923249,3.920094241263059,2.119552634806129,5.672821280736124,0.272493564612698,-9.620879689330353,4.818230908006824,6.872909378866565,-8.931201906258732,-12.659739982477495,1.1655019541752853,-12.738130995465413,-27.667450807341336,-5.045066129367623,1.9940523510810582,7.9868962536783945,2.318168754489233,-0.13720773878008918,8.017116999565985,2.4309152361639548,0.3347468096138971,14.321752122414557,-3.315173502045794,0.2614500886015962,17.800934302278453,-8.361818471763758,-0.003300678384128085,6.196193440887468,5.571595111070299,-2.2255298246983495,6.592758170747103,3.5070554675541565,-3.4871425133352205,11.431093922680237,0.424651634027475,0.9160891739531309,12.863264465075694,7.546180129494961,-2.3136842160492233
L,-7.496550769642,-7.927789837744709,11.431963411466102,-7.898130958052202,-1.0363756427979025,-3.21524768989457,-6.097485724154951,8.64363497509274,2.888046999280803,2.6839074222249177,11.603462347552115,15.108758545957045,12.640115160469387,10.443300442565395,20.127780307965644,-1.0234173074639537,4.108490285056082,-11.140853307025443,-1.8391370283023225,-7.795250303265262,-3.985882624981971,-3.1669119701244153,-22.911469814567706,1.3053930684095671,-1.7614894161041288,-49.11927336459567,-1.8755365714774621,-0.6036292024119101,1.1531269831761473,-1.9926590905290376,4.126824286917185,3.409989676452973,-12.07150309188625,2.4818460043301203,15.578013383592541,-11.026959834526398,1.4771749499761944,24.468479834631527,1.3572939684871463,0.17413644178001167,-4.584704863928659,7.9427278026529,1.3780596741432711,-0.6202667267971372,1.1569029694418003,0.5363738794789474,5.961148097333718,-1.9151054916064931,1.6919843612108123,10.659855616710548,1.6716475874966759,-1.3637291289659808,-7.289379953688006,15.450949746591293,4.137376178770904,-11.735020802135178,9.825335039427136,5.309816264569236,-2.190428239994833,-0.12939264280321497,0.07410521029113572,10.872255242879925,-1.8357665785710733,-0.9915672040909499
M,-0.626344935714935,-4.468913078755632,6.136658203778541,1.0319804671766195,-8.866278842634113,12.844189648660652,-2.672668053565483,-11.945690697082862,5.271151633900941,-0.4599234634478141,-4.872668818503609,-3.5605419656201946,10.074729955635078,3.634636457834624,-19.26918616305527,-4.049201014244091,-2.8900921934595645,-0.08764153105913733,-2.9976421836165783,9.102639815049141,-3.142977330145874,-1.8247831277307032,19.08572466080707,5.432854779467181,-1.035051675901901,25.238838819334518,16.250152722426545,-1.1946527991729512,-1.728794365720682,-2.805799603117799,-1.738242137915928,-0.2536535002335939,-0.21546315723857457,-1.2568098526385674,-3.9491664872941667,-4.102261060882486,-4.072206778155262,9.78905217011207,-9.910867335306975,3.098387508234156,-3.736253826909783,-1.3655658169241207,1.1135889830107166,-15.472228800216458,3.0089975526790624,-0.18912543854803415,-16.503087095023574,-7.195540369791185,0.04897777160073187,3.5072860278900952,-13.715314624747682,3.5160078231898138,-6.646627285786949,1.7895738120470286,-1.8861375108353087,1.2600966278975332,-0.4483275251623386,-4.510658853513222,11.0456471395891,-4.314534652319693,-1.521344784155922,24.785079497157792,-0.20652829117015692,2.093191201430269
N,-4.081535413015147,-11.804350267877693,-1.51398770973255,0.023870809615461546,-5.936423185430348,0.3493416909411176,3.8623910995231383,-7.693173227420303,-6.987853336558922,0.36912796965242933,-7.501690221498796,-6.003433002189861,3.9381453884663618,-17.78320329229724,-12.39879121468386,-2.121986013364861,-4.529500280151218,0.4607814571146069,0.36860989597537674,8.913148244217716,1.380612100864373,0.2961394280123621,17.942469319193957,5.1380275262016575,-9.95015348213558,33.901390607219916,6.078599868074454,-4.111317144162878,-4.924316293740523,-1.1184886269797494,5.864700630097037,-13.010699663740073,4.578309177482367,2.0050817461303403,-12.523580454366371,-3.782594254464073,-2.9739934104255594,1.8323246597307596,-15.604948068789488,-1.153014939616404,-8.916126983911568,-1.4308874469452366,2.243625414539033,13.304679406006738,-6.0474828349079806,0.10378178697235854,13.538980522245138,-0.9691169132213721,-1.7005720596880483,8.603133982671212,12.807992000717903,-3.6227714332756022,-8.110751691445351,-5.352556712362558,1.7502943073056272,8.003754397668038,-9.280469641430512,-0.09222848864647437,11.87324735563757,-1.6943210820307393,-2.810312671842868,6.805011783359323,15.291626388723827,2.9958353284658155
O,0.9040597128105173,6.30722380597402,-8.105794422786865,3.0458883842168554,5.5397243857032565,-6.279869597486264,1.51331631423491,2.643188844646847,-0.6137467584811073,3.799887804734705,-0.20453747887694548,13.349883615204767,0.5152379078285921,-12.572500387681442,20.68422513886345,-3.22579076767671,9.77403173128303,1.1919947574337029,-2.057150055054959,4.862438680891959,8.145643518116648,0.6316151888091043,2.8937575545237153,7.81077244920827,3.1877086991695625,19.577651939001093,4.2627796720264515,-3.4525474707744257,6.685303183789694,-0.4485362480964773,-4.036769087126297,-3.011623981698717,8.365491431412744,1.7244387898523377,-6.1227999173151435,8.743085173844756,4.934340127889388,10.389881200702325,1.0634118221499536,-2.1227323765000614,0.5675246232233784,-0.5050358349472317,-5.210229000473769,-9.85032786223397,7.3995902478515285,-1.465572089668917,-15.880347946049772,7.785170407045701,1.2710527363134578,-4.708059700367773,-3.067686563948602,-2.9857845712701696,-4.960943531286513,0.8329030324376159,-1.1723803939543551,-10.198398267428415,5.7150593431496475,4.120961198301217,-13.930863937781337,5.212026042746461,12.847893067373443,1.4689026132046736,0.9635585849946307,2.2221064426941655
P,9.105599528201688,-21.791248443466174,1.7983431545956845,-0.29177958978384183,-13.049921387133814,-3.8073335804070827,-1.9209717269125384,-4.657216095047879,-0.022778974191853003,-2.07399691832462,3.770016637849837,-2.583613326146823,2.626218689421841,5.502701395230078,2.1899160415266974,-3.5402089144085624,-4.343359314133624,-4.462058826534554,-8.699505936356383,-4.464149775271727,-6.135520860206853,-3.5681705415689775,-8.484079442311813,-11.083026541960802,1.8831891740420534,-9.244924000927387,-22.40158543782331,0.30578231916660087,-3.6243818687464135,-1.456978150018694,-3.7193782138787896,11.244636829054944,3.4401193865931945,-0.6750580029826264,16.12152103572731,-0.14247767970587943,4.131902425343685,22.611850143294834,-12.347058876770047,3.6166731978389537,-2.3113649114282806,2.2745767679716304,-0.508221702458541,11.658067612467843,8.195177807829484,-4.530129294182734,12.06098817661827,10.139864045497925,-10.88441558930564,11.176957048517933,2.27199407827999,9.586316188344194,-1.3650860864872185,5.119884647221408,6.024073922741159,4.342092456095978,5.8807772116945305,-3.8840595096678023,3.774357795839674,9.372678091862825,-11.339169163404213,-0.7181150145740537,6.527441043352452,2.2840065143979005
Q,10.675550781320998,-21.862135093531183,-4.519798260549146,5.8285661739352514,-17.27914131666944,-2.829955699409766,-1.2408442149277334,-4.771570610478163,-6.018290609818746,2.648492398772891,15.063233899069647,-2.005704837003122,6.6613301655807025,30.33219531901852,1.0714320194031643,-2.4792528006011674,-2.0668124466015323,1.089707887977141,2.546118588302874,3.5919842803620488,0.9314663947014025,-2.331058681687364,13.676319150692171,-1.770455876615708,-4.8131938406864,24.36755971361455,-9.239157861870385,-1.0346766420035982,-2.0582267172102586,0.14409392141737942,-0.3754304486122098,3.0736649950221246,5.18625654131936,-0.8592463404362265,-2.2491765093147755,5.408227409625333,-9.78154819496634,-9.784642388781746,3.79252146554227,-2.495780093747508,-1.9206552242268289,-0.822348906435519,0.4916188348375123,1.0408019992594293,4.341018366487577,-0.8219319363149131,-1.0361311367274804,7.932573607090823,-5.160960047987714,-8.960457083014152,7.650242327292641,1.235104841031756,-3.1835991589806665,-0.5301973852443916,1.8910920311940929,2.384312503926204,1.8104911767910736,-1.1605432097954291,2.0701222692779915,4.9690102066003385,-2.1074093128677585,3.1596340849506253,2.582993012726457,3.43494113541439
R,-2.229730101099133,12.4136579394354,-9.831754529188206,-1.130754576419711,10.508294685512059,1.25441447459294,-3.551621813863523,8.723005457141422,-4.775938567483223,-3.5711315722215393,3.314527516276254,-12.896990655979074,-10.149543841652239,-6.524500955637742,-22.88603829955914,4.678054100644189,0.9172178315770675,7.444332611064016,3.9451853260205,4.653538842207228,3.587265892664273,-3.2622415775641587,-4.228940847915076,1.7496904431335931,-9.995364214907747,-18.15920670098068,-0.09159619584772707,4.22453902976976,-1.2330160025873662,1.6111716263096318,7.186327720074826,-2.676864558428948,1.5232011730953459,6.46636516859302,-11.930237148317843,1.7144765488708875,5.62696452183978,-21.761277345175657,-8.411388870034962,4.5441469501288,-2.5381446377787356,-2.1454736582136906,-4.164479014763929,-9.53761693008071,3.651735187044288,-2.6288718388612393,-1.1788951127720961,5.0528483705456475,3.5901735554382395,8.127651431004521,13.8014804246843,6.276084424631712,-4.442105069048641,-5.728935460925842,-3.317144697374116,-0.48391578594429346,-6.653725499259551,-1.7606231359303224,11.213635036609672,-0.8558543885719032,-2.011749346539572,17.271477665830524,4.582482001947351,-2.9993687180823474
S,-11.649943608521903,9.139432509860493,-3.8609507183711775,-2.86079945870579,9.418561965008413,-4.091602117234658,5.207571617369645,3.6915163345718955,-3.026441578102249,7.451476118432169,-14.607471216945564,-7.6467727417296425,-14.719113236521894,-1.795433091119207,-14.854589915467233,7.446767344261266,-4.583873771788594,2.8986073130636254,1.4290458626871683,-5.4900929261047375,-7.9192658467629045,-3.693390623440652,7.369351483258808,-5.803270232830881,-3.2766185327490964,19.19393231404869,24.618040728028777,4.920592892643405,-7.839611249629385,1.8373670104719266,1.353660825325547,-5.580914958824507,-12.93301233862446,-1.3151846590776397,8.819310109083323,-8.65783418224877,0.2910063914066028,-4.9986107570627505,24.273418132912887,-0.6835107685683344,-4.920353875056867,-3.346317881996702,-0.9370696088211434,-4.0429878557735,-15.781892282109268,0.8051742192595207,8.768706836693857,-2.91649455177322,-0.03883272412111932,-5.743453115841142,21.604327470098823,-3.0393855088777793,-5.81071017935245,-5.7747157905009425,1.332095503301997,-5.328983037645419,-14.589587696132607,3.6657555022715695,10.605375716899793,-10.033420708231803,-0.6634790572123034,9.264954937963928,3.7264544452039763,0.30205723274633056
T,-8.039864410688962,-2.0589224800298345,-8.502274198015062,-2.3120047420437952,3.0949281674280202,-7.125321453817396,-0.13093951471888435,2.084456760954124,0.6249762699481304,0.11046848988788419,-4.157788344149806,10.168367630647333,18.367275922766417,-31.70057957361659,8.117993135320846,5.462775294533277,9.640228640505203,1.3791594742870177,3.7520852518121,3.2546905099989547,-2.6106012056769203,1.5070170706781265,0.5897007279473742,-18.854128718432758,-11.360042825615135,4.189129440934087,-36.60964079144576,2.1887318338304462,2.553382853442473,2.7062127962574225,3.1530697817845015,7.773983176261284,-2.9029843126673947,-1.4288692645175824,19.64741062035182,1.7424513778288009,-2.694194863298516,17.781122178189676,15.02379978648781,0.9700129827574601,-3.041204739645722,2.3005376666249564,1.2219959746682474,-5.0438452160091245,-2.2064571429020887,-2.364960846594539,0.9294223013942278,-0.8834029337136593,-3.667020302794363,-1.468854755182544,6.334928871418992,-4.4234097820980605,-11.694074112323463,-2.537418959314546,-2.126567064116679,-14.589053299828887,-8.65843131393713,-3.6496393204000794,1.620987097373038,-10.19908809339129,-1.5944887426614383,7.760415022362959,-0.02195727474334268,0.5916612313015118
